2021-02-15 21:18:55 |Mean: -82.7 -91.5 |SD: 16.1307 14.5601 |SEmean: 5.10096 4.60431 |SEPLA: 16.918 15.2708 |INTERVAL1: -120.968 -44.4315 |INTERVAL2: -126.042 -56.9576 |Integral: 0.48871 0.346774 |Routing: 0 1
2021-02-15 21:19:05 |Mean: -93.3 -77.3 |SD: 15.8104 9.30038 |SEmean: 4.9997 2.94104 |SEPLA: 16.5821 9.75432 |INTERVAL1: -130.809 -55.7912 |INTERVAL2: -99.3643 -55.2357 |Integral: 0.317742 0.575806 |Routing: 0 1
2021-02-15 21:19:16 |Mean: -81.1 -87 |SD: 13.943 11.8749 |SEmean: 4.40918 3.75517 |SEPLA: 14.6236 12.4545 |INTERVAL1: -114.179 -48.0214 |INTERVAL2: -115.172 -58.8279 |Integral: 0.514516 0.419355 |Routing: 0 1
2021-02-15 21:19:26 |Mean: -78.5 -86.1 |SD: 10.2335 13.056 |SEmean: 3.23612 4.12866 |SEPLA: 10.733 13.6932 |INTERVAL1: -102.778 -54.222 |INTERVAL2: -117.074 -55.126 |Integral: 0.556452 0.433871 |Routing: 1 0
2021-02-15 21:19:36 |Mean: -89.2 -90.5 |SD: 14.3245 15.1823 |SEmean: 4.5298 4.80108 |SEPLA: 15.0236 15.9234 |INTERVAL1: -123.183 -55.2165 |INTERVAL2: -126.519 -54.4813 |Integral: 0.383871 0.362903 |Routing: 1 0
2021-02-15 21:19:46 |Mean: -90.2 -84.2 |SD: 15.4251 15.6294 |SEmean: 4.87784 4.94246 |SEPLA: 16.178 16.3923 |INTERVAL1: -126.795 -53.6055 |INTERVAL2: -121.279 -47.1207 |Integral: 0.367742 0.464516 |Routing: 1 0
2021-02-15 21:19:57 |Mean: -75.9 -85.6 |SD: 9.3122 10.4903 |SEmean: 2.94477 3.31733 |SEPLA: 9.76671 11.0023 |INTERVAL1: -97.9923 -53.8077 |INTERVAL2: -110.487 -60.7127 |Integral: 0.598387 0.441935 |Routing: 1 0
2021-02-15 21:20:07 |Mean: -84.5 -87.1 |SD: 11.3762 15.9285 |SEmean: 3.59747 5.03704 |SEPLA: 11.9314 16.706 |INTERVAL1: -111.489 -57.5111 |INTERVAL2: -124.889 -49.3111 |Integral: 0.459677 0.417742 |Routing: 1 0
2021-02-15 21:20:17 |Mean: -83.9 -94.1 |SD: 14.8083 13.8335 |SEmean: 4.68279 4.37452 |SEPLA: 15.5311 14.5086 |INTERVAL1: -119.031 -48.7688 |INTERVAL2: -126.919 -61.2814 |Integral: 0.469355 0.304839 |Routing: 0 1
2021-02-15 21:20:27 |Mean: -92 -85.1 |SD: 13.7277 10.2623 |SEmean: 4.34107 3.24523 |SEPLA: 14.3977 10.7632 |INTERVAL1: -124.568 -59.4324 |INTERVAL2: -109.446 -60.7536 |Integral: 0.33871 0.45 |Routing: 0 1
2021-02-15 21:20:38 |Mean: -89.9 -87.1 |SD: 12.3652 14.4991 |SEmean: 3.91021 4.58502 |SEPLA: 12.9687 15.2068 |INTERVAL1: -119.235 -60.5648 |INTERVAL2: -121.498 -52.7022 |Integral: 0.372581 0.417742 |Routing: 1 0
2021-02-15 21:20:48 |Mean: -82 -93.5 |SD: 16.3904 13.4942 |SEmean: 5.18309 4.26724 |SEPLA: 17.1904 14.1528 |INTERVAL1: -120.885 -43.1154 |INTERVAL2: -125.514 -61.4863 |Integral: 0.5 0.314516 |Routing: 0 1
